Zip_Code,Station_ID,Station_Name,Station_Type,County,CWI,Events
55005,418317,418317,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=418317,1
55005,536782,Becker Residence,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=536782,6
55005,785070,785070,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=785070,4
55007,436768,436768,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=436768,1
55007,493861,493861,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=493861,1
55007,494768,494768,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=494768,1
55007,517647,MW-1S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517647,22
55007,517648,MW-1D,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517648,22
55007,517649,MW-2S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517649,10
55007,517650,MW-2BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517650,26
55007,517651,MW-3S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517651,10
55007,517652,MW-3BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517652,10
55007,517653,MW-4BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517653,26
55007,517654,MW-5S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=517654,22
55007,521245,MW-10BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=521245,0
55007,521246,MW-11BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=521246,0
55007,521247,MW-12BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=521247,0
55007,521270,MW-6S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=521270,2
55007,533612,MW-1,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=533612,8
55007,533613,MW-2,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=533613,8
55007,533614,MW-3,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=533614,13
55007,533615,MW-4,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=533615,12
55007,533616,DMW-1,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=533616,8
55007,533617,DMW-2,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=533617,12
55007,539663,IMW-1,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=539663,8
55007,539664,DMW-3,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=539664,9
55007,539665,MW-5,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=539665,9
55007,593439,MW-13BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=593439,11
55007,593440,MW-14BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=593440,5
55007,691845,MW-17S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=691845,4
55007,691846,MW-16D,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=691846,4
55007,691847,MW-16S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=691847,4
55007,691848,MW-15BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=691848,5
55007,691849,MW-15S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=691849,4
55007,703197,MW-18S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=703197,4
55007,769478,MW-20BK,Well,Pine,NA,0
55007,769479,MW-19BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=769479,0
55007,769480,MW-19S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=769480,0
55007,777343,MW-21BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=777343,0
55007,777344,MW-22BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=777344,0
55007,777345,MW-22S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=777345,0
55007,777346,MW-23BK,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=777346,0
55007,777347,MW-21S,Well,Pine,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=777347,0
55008,149532,B-2D,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=149532,45
55008,149533,B-4D,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=149533,48
55008,149534,B-5D,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=149534,51
55008,149535,B-3D,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=149535,51
55008,184412,184412,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=184412,18
55008,243882,DNR obwell 30008,Well,Isanti,NA,4
55008,271728,BAL-1A,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271728,2
55008,271729,B-6A,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271729,49
55008,271730,Mckeen,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271730,41
55008,271737,Kruse,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271737,48
55008,271742,CASPER,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271742,0
55008,272168,MW-1A,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=272168,50
55008,272169,MW-2A,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=272169,49
55008,272170,MW-3A,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=272170,51
55008,272171,MW-3D,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=272171,52
55008,272172,Peterson,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=272172,38
55008,272173,RW-1,Well,Isanti,NA,40
55008,272174,RW-2,Well,Isanti,NA,39
55008,442626,442626,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=442626,1
55008,508256,MW-14C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508256,50
55008,508257,MW-13C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508257,51
55008,508258,MW-11C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508258,51
55008,508260,MW-12C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508260,0
55008,508261,MW-14D,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508261,50
55008,508262,MW-10C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508262,50
55008,508263,MW-18C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508263,50
55008,508264,MW-17C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508264,49
55008,508265,MW-16C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508265,51
55008,508266,MW-15C,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=508266,49
55008,516056,516056,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=516056,1
55008,544131,MW-23,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=544131,2
55008,544209,MW-26,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=544209,2
55008,544210,MW-27,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=544210,1
55008,544211,MW-28,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=544211,1
55008,559367,RW-4,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=559367,0
55008,559368,RW-3,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=559368,32
55008,689971,DNR obwell 30014,Well,Isanti,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=689971,8
55008,GC00017,SetBasOut,,Isanti,NA,149
55008,GC00024,Wet2 Outlet,,Isanti,NA,154
55008,GC00028,Wetland 3 Outlet,,Isanti,NA,92
55008,GC00031,Wetland 1 Outlet,,Isanti,NA,127
55009,142532,142532,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=142532,1
55009,245473,MW-1A,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245473,0
55009,245474,MW-1B,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245474,0
55009,245475,MW-7A(1),Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245475,1
55009,411884,MW-5A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=411884,52
55009,426186,426186,Well,Goodhue,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=426186,1
55009,437860,437860,Well,Goodhue,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=437860,1
55009,475924,Robert_McCary,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=475924,1
55009,476401,MW-10A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=476401,50
55009,476402,MW-10A2,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=476402,24
55009,478212,MW-6A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=478212,46
55009,478213,MW-8A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=478213,36
55009,478214,MW-9A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=478214,46
55009,498309,MW-3B,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=498309,52
55009,498310,MW-8B,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=498310,42
55009,498311,MW-10B,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=498311,50
55009,498312,MW-11A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=498312,35
55009,498313,MW-12A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=498313,36
55009,501748,MW-2A(1),Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=501748,0
55009,501749,MW-3A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=501749,50
55009,501750,MW-4A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=501750,28
55009,534476,MW-13A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=534476,43
55009,534477,MW-14A1,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=534477,40
55009,540405,William_Callister,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=540405,1
55009,617047,617047,Well,Dakota,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=617047,1
55009,BS00003,SB-2,Well,Dakota,NA,0
55009,BS00005,SB-4,Well,Dakota,NA,0
55009,BS00007,SB-6,Well,Dakota,NA,0
55009,BS00009,SB-8,Well,Dakota,NA,0
55009,BS00011,SB-9,Well,Dakota,NA,0
55009,BS00013,SB-10,Well,Dakota,NA,0
55011,148184,148184,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=148184,13
55011,180905,Kasper Residence,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=180905,6
55011,183186,Stone Residence,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=183186,7
55011,245247,MW-3A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245247,27
55011,245248,MW-4A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245248,43
55011,245249,MW-5A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245249,1
55011,245250,MW-5C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245250,46
55011,245251,MW-7A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245251,0
55011,245252,MW-8A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245252,0
55011,245253,MW-9A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245253,4
55011,245254,MW-10A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245254,2
55011,245255,MW-11A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245255,1
55011,245256,MW-12C(S),Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245256,8
55011,245257,MW-12B(E),Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245257,8
55011,245258,MW-12A(N),Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245258,3
55011,245259,MW-105A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245259,13
55011,245260,MW-105C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245260,47
55011,245261,MW-107A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245261,0
55011,245262,MW-108A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245262,2
55011,245263,MW-109A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245263,44
55011,245264,MW-110B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245264,46
55011,245265,MW-106A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245265,13
55011,245636,MW-101C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245636,0
55011,245637,MW-102D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245637,0
55011,245638,MW-103,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245638,0
55011,245650,MW-301S,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245650,45
55011,245651,MW-301D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245651,46
55011,245652,MW-302S,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245652,46
55011,245653,245653,Well,Anoka,NA,50
55011,245655,MW-303D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=245655,49
55011,245657,84-2,Well,Anoka,NA,48
55011,271825,MW-103A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271825,0
55011,271833,MW-701,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271833,46
55011,271950,MW-115D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271950,7
55011,271951,PETERSON (#7),Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271951,2
55011,271952,Kasper,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271952,3
55011,271953,Ladd,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271953,3
55011,271954,Kari,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271954,4
55011,271955,MW-11D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271955,0
55011,271956,Tufty (old Knode),Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271956,19
55011,271957,MW-2A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271957,0
55011,271958,Teddy Bear Day Care,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=271958,20
55011,272680,MW-18A,Well,Anoka,NA,46
55011,272681,MW-104A,Well,Anoka,NA,47
55011,272682,MW-6A,Well,Anoka,NA,0
55011,272684,MW-20A,Well,Anoka,NA,1
55011,272685,MW-19A,Well,Anoka,NA,2
55011,272686,MW-15A,Well,Anoka,NA,10
55011,272687,MW-13A,Well,Anoka,NA,46
55011,418917,Peterson Residence,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=418917,7
55011,418981,VanHeel Residence,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=418981,4
55011,424077,MW-403,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=424077,19
55011,425348,425348,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=425348,1
55011,435601,Zielinski,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=435601,3
55011,446913,MW-3B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446913,28
55011,446914,MW-4B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446914,48
55011,446915,MW-5B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446915,46
55011,446916,MW-111A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446916,49
55011,446919,MW-111B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446919,1
55011,446920,MW-112A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446920,28
55011,446921,MW-113A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446921,47
55011,446922,MW-114A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446922,4
55011,446923,MW-115A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446923,2
55011,446924,MW-115B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446924,26
55011,446925,MW-116A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446925,12
55011,446926,MW-117A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446926,0
55011,446927,MW-118A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446927,14
55011,446928,MW-118C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446928,10
55011,446929,MW-119A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446929,1
55011,446930,MW-120A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446930,3
55011,446931,MW-120B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446931,46
55011,446932,MW-3C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446932,27
55011,446935,MW-115C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446935,10
55011,446936,MW-3D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446936,10
55011,446937,MW-111D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446937,13
55011,446938,MW-111C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446938,49
55011,446939,MW-118D,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446939,7
55011,446940,MW-120C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446940,46
55011,446973,MW-105B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446973,46
55011,446974,MW-106B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=446974,12
55011,49516,MW-125B(121C),Well,Anoka,NA,11
55011,495213,MW-122B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=495213,46
55011,495214,MW-122C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=495214,43
55011,495215,MW-123C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=495215,44
55011,495216,MW-125B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=495216,41
55011,501985,PW-1,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=501985,24
55011,509920,MW-504,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=509920,43
55011,509926,MW-503,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=509926,44
55011,509927,MW-502,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=509927,48
55011,538084,PW-5B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=538084,23
55011,538085,PW-4B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=538085,21
55011,538086,PW-2C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=538086,24
55011,538087,PW-3B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=538087,22
55011,538088,PW-2B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=538088,21
55011,538089,PW-1C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=538089,24
55011,541776,MW-124C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=541776,11
55011,541777,MW-125C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=541777,11
55011,541783,PZ-6,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=541783,1
55011,541784,PZ-4,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=541784,1
55011,541785,PZ-2,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=541785,1
55011,551551,PZ-8,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=551551,1
55011,751516,MW-126A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751516,17
55011,751517,MW-126B,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751517,17
55011,751518,MW-126C,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751518,17
55011,751522,MW-122A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751522,14
55011,751523,MW-130A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751523,13
55011,751524,MW-132A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751524,17
55011,751525,MW-133A,Well,Anoka,https://apps.health.state.mn.us/cwiinfo/welllog.xhtml?wellId=751525,17
