"","STATEFP","UrbanAreaNo","income","age","income.LowestQuintile","income.SecondQuintile","income.ThirdQuintile","income.FourthQuintile","pop","white","hispanic","africanamerican","asian","twoormoreraces","educated","unemployed","notworkforce","gini","rent","State","UrbanArea","pct_white","pct_africanamerican","pct_asian","pct_hispanic","pct_twoormoreraces","pct_highed","pct_unem"
"2936","Sebastian--Vero Beach South--Florida Ridge, FL","80400",43599,52.9,19887,34532,54873,91480,150228,131092,12230,13530,1755,2850,29686,8304,65184,0.5167,860," FL","Sebastian--Vero Beach South--Florida Ridge",0.872620283835237,0.0900631040817957,0.0116822429906542,0.0814095907553851,0.0189711638309769,0.197606305082941,0.0976435727388175
"2937","Sebring--Avon Park, FL","80416",34449,52.8,16957,28552,41407,65398,60301,48531,10735,7487,1343,1196,7103,3663,28744,0.4409,711," FL","Sebring--Avon Park",0.804812523838742,0.124160461683886,0.0222716041193347,0.178023581698479,0.0198338336014328,0.117792408086101,0.116075672592452
"2938","Sedalia, MO","80443",34542,35.6,15836,28546,44035,68565,26115,23045,2506,978,136,927,2921,847,7413,0.4468,700," MO","Sedalia",0.882443040398239,0.0374497415278576,0.00520773501818878,0.0959601761439786,0.0354968408960368,0.111851426383305,0.0452892738744519
"2939","Sedona, AZ","80470",45613,56.8,21731,35319,53939,100313,6757,6270,1339,0,200,17,2532,420,2430,0.4897,1155," AZ","Sedona",0.927926594642593,0,0.0295989344383602,0.198164866064822,0.00251590942726062,0.37472250998964,0.0970649410677143
"2940","Seguin, TX","80497",36453,37.2,16128,28193,48313,72500,24744,19375,13202,2382,339,421,2352,1192,7853,0.4686,695," TX","Seguin",0.783018105399289,0.0962657613967022,0.0137002909796314,0.533543485289363,0.0170142256708697,0.0950533462657614,0.0705701261026582
"2941","Selma, AL","80524",21864,33.6,8582,16521,28921,55295,23076,3835,138,18798,44,271,2246,2107,8728,0.5455,539," AL","Selma",0.166189980932571,0.81461258450338,0.00190674293638412,0.00598023920956838,0.0117438030854568,0.0973305598890622,0.146849735154725
"2942","Selma, CA","80551",48174,32,20102,36915,59264,90529,43204,27517,28771,266,2830,1716,3838,2729,12033,0.4339,827," CA","Selma",0.636908619572262,0.00615683732987686,0.0655031941486899,0.665933709841681,0.0397185445792056,0.0888343671882233,0.0875493246928235
"2943","Selmer, TN","80578",24067,40,8965,16856,30603,48663,3939,3250,62,530,0,110,421,210,1672,0.4604,531," TN","Selmer",0.825082508250825,0.134551916730135,0,0.0157400355420157,0.0279258695100279,0.106879918761107,0.0926334362593736
"2944","Seminole, OK","80605",31740,31.7,12313,25653,39473,60710,5870,4114,296,339,10,435,499,294,1879,0.4844,561," OK","Seminole",0.700851788756388,0.0577512776831346,0.00170357751277683,0.0504258943781942,0.0741056218057922,0.0850085178875639,0.0736657479328489
"2945","Seminole, TX","80632",48661,32.6,21589,39406,63353,98138,7012,6305,3014,100,81,157,646,103,1995,0.4021,877," TX","Seminole",0.899172846548773,0.0142612664004564,0.0115516257843697,0.429834569309755,0.0223901882487165,0.0921277809469481,0.0205301973290811
"2946","Senatobia, MS","80659",40206,28.9,17038,32810,53742,75067,6225,3651,221,2370,81,118,767,256,2301,0.4527,653," MS","Senatobia",0.586506024096386,0.380722891566265,0.0130120481927711,0.0355020080321285,0.0189558232931727,0.123212851405622,0.0652395514780836
"2947","Seneca, SC","80671",37341,37.5,16022,29134,50418,79694,26729,20911,2152,4044,349,810,4527,1428,9312,0.5009,692," SC","Seneca",0.782333794754761,0.151296344794044,0.0130569793108609,0.0805118036589472,0.0303041640166112,0.169366605559505,0.081988861457197
"2948","Sequim, WA","80686",46728,58.3,22077,36574,56633,85952,18634,17223,1018,81,313,632,4459,660,9447,0.407,936," WA","Sequim",0.924278201137705,0.00434689277664484,0.0167972523344424,0.054631319094129,0.0339164967264141,0.239293764087153,0.0718406443888103
"2949","Seven Lakes, NC","80695",69612,51.7,26406,56944,83889,128558,3028,2886,14,98,14,30,1175,67,1348,0.4492,NA," NC","Seven Lakes",0.953104359313078,0.0323645970937913,0.00462351387054161,0.00462351387054161,0.00990752972258917,0.388044914134742,0.0398809523809524
"2950","Severance, CO","80704",84732,35.5,50435,73800,95391,135571,2800,2698,320,36,0,58,612,141,528,0.2973,1402," CO","Severance",0.963571428571429,0.0128571428571429,0,0.114285714285714,0.0207142857142857,0.218571428571429,0.0620598591549296
"2951","Sevierville, TN","80713",33067,38.5,15444,28057,43173,71957,23886,21532,3019,369,861,226,2868,967,6563,0.4623,720," TN","Sevierville",0.901448547266181,0.0154483798040693,0.0360462195428284,0.126392028803483,0.00946160931089341,0.120070334086913,0.055821739883392
"2952","Seville, OH","80740",54986,42,27195,44330,65686,97321,7809,7647,58,34,19,91,1003,397,2175,0.4137,791," OH","Seville",0.979254706108337,0.0043539505698553,0.0024330900243309,0.00742732744269433,0.011653220642848,0.128441541810731,0.0704650337238197
"2953","Seward, NE","80767",58434,31.8,25278,47262,66762,94900,6772,6536,156,30,37,107,1150,124,2044,0.4089,661," NE","Seward",0.965150620200827,0.00443000590667454,0.00546367395156527,0.0230360307147076,0.0158003544004725,0.169816893089191,0.0262267343485618
"2954","Seymour, IN","80794",44922,36.9,20495,36808,53808,78133,21364,18912,2157,212,353,544,2386,992,5817,0.3962,716," IN","Seymour",0.885227485489609,0.00992323534918555,0.0165231230106722,0.100964238906572,0.0254633963677214,0.111683205392249,0.0638065221586158
"2955","Seymour (Outagamie County), WI","80848",42533,36.3,14402,30296,53458,83625,3536,3459,58,1,0,30,479,100,782,0.4986,692," WI","Seymour (Outagamie County)",0.978223981900452,0.000282805429864253,0,0.0164027149321267,0.0084841628959276,0.135463800904977,0.0363108206245461
"2956","Shady Cove, OR","80875",37736,53.9,13830,30011,42043,69500,3202,3089,259,0,0,49,468,209,1367,0.4138,993," OR","Shady Cove",0.96470955652717,0,0,0.0808869456589631,0.0153029356652092,0.146158650843223,0.113896457765668
"2957","Shady Side--Deale, MD","80902",96548,43.3,42947,80494,107539,155818,11795,10296,572,1119,9,312,2400,468,2076,0.4126,1272," MD","Shady Side--Deale",0.872912250953794,0.0948707079270878,0.00076303518440017,0.0484951250529886,0.0264518863925392,0.203476049173379,0.0481531021710052
"2958","Shafter, CA","80929",40430,26.4,20533,34419,47565,71827,18199,15355,14823,148,31,460,660,1130,5147,0.4225,743," CA","Shafter",0.843727677344909,0.00813231496236057,0.00170339029617012,0.814495301939667,0.0252761140722018,0.0362657288862025,0.0865767698437021
"2959","Shallowater, TX","80956",54828,33.1,23242,43015,71765,113864,3431,3108,934,17,27,43,582,74,895,0.4311,772," TX","Shallowater",0.905858350335179,0.00495482366656951,0.00786942582337511,0.272223841445643,0.0125327892742641,0.169629845526086,0.029179810725552
"2960","Shamokin--Mount Carmel, PA","80985",34673,44.3,16115,28630,43078,70557,29590,27461,697,1443,58,360,2578,1190,12849,0.4179,541," PA","Shamokin--Mount Carmel",0.928050016897601,0.0487664751605272,0.00196012166272389,0.0235552551537682,0.0121662723893207,0.0871240283879689,0.0710829699540051
"2961","Shannondale, WV","81002",67210,32.7,31545,53729,81526,119217,2735,2528,173,60,31,95,354,142,475,0.3708,1260," WV","Shannondale",0.924314442413163,0.0219378427787934,0.0113345521023766,0.063254113345521,0.0347349177330896,0.129433272394881,0.0628318584070797
"2962","Shawano, WI","81064",40179,42.9,20126,32010,50857,76410,10300,8967,241,94,6,293,1207,324,3325,0.4344,616," WI","Shawano",0.870582524271845,0.00912621359223301,0.00058252427184466,0.0233980582524272,0.0284466019417476,0.117184466019417,0.0464516129032258
"2963","Shawnee, OK","81091",37366,33.3,15359,28736,46503,72781,34902,24789,1915,1268,229,2820,4246,1275,10245,0.4606,658," OK","Shawnee",0.710245831184459,0.0363302962580941,0.00656122858288923,0.0548679158787462,0.0807976620250988,0.121654919488855,0.0517094537048303
"2964","Sheboygan, WI","81118",48494,39,22890,39558,58327,86713,71502,62725,5783,925,5123,1443,10740,2925,16987,0.4074,648," WI","Sheboygan",0.87724818886185,0.0129367010712987,0.0716483455008251,0.0808788565354815,0.020181253671226,0.150205588654863,0.0536549573511877
"2965","Shelby, MT","81172",44668,41.3,14587,36352,54370,79087,2641,2304,75,8,21,120,303,44,1003,0.4061,522," MT","Shelby",0.872396819386596,0.00302915562287012,0.00795153351003408,0.0283983339644074,0.0454373343430519,0.114729269216206,0.0268620268620269
"2966","Shelby, NC","81199",34511,40.1,14070,26389,46623,74452,27434,16973,1299,9438,439,292,3871,1958,8960,0.4693,681," NC","Shelby",0.618684843624699,0.344025661587811,0.0160020412626668,0.0473500036451119,0.0106437267624116,0.141102281840052,0.105986792248566
"2967","Shelby, OH","81226",40644,41.6,18251,31085,45595,69778,9045,8967,161,3,9,28,913,288,2838,0.4088,580," OH","Shelby",0.991376451077944,0.00033167495854063,0.00099502487562189,0.0177998894416805,0.00309563294637922,0.100939745715865,0.0463992266795553
"2968","Shelbyville, IL","81253",41297,45.3,20346,32922,51817,81063,5478,5384,93,12,0,29,733,160,2078,0.3885,611," IL","Shelbyville",0.982840452719971,0.00219058050383352,0,0.0169769989047097,0.00529390288426433,0.133807959109164,0.0470588235294118
"2969","Shelbyville, IN","81280",41904,36.8,19914,32833,50877,77259,20364,17969,1574,497,244,230,1841,1149,5353,0.4092,719," IN","Shelbyville",0.88239049302691,0.0244058141818896,0.0119819288941269,0.0772932626203103,0.0112944411706934,0.0904046356315066,0.0765438678302578
"2970","Shelbyville, KY","81307",48728,36.3,21394,41349,57366,87517,21378,17109,3351,2293,413,577,2587,859,5445,0.3896,761," KY","Shelbyville",0.800308728599495,0.107259799794181,0.0193189259986902,0.156749929834409,0.0269903639255309,0.121012255589859,0.0539132617837193
"2971","Shelbyville, TN","81334",28933,32.5,14147,23656,37873,62853,20217,14946,4155,2157,256,1126,1054,769,6664,0.4778,688," TN","Shelbyville",0.739278824751447,0.106692387594599,0.0126626106741851,0.205520106840778,0.055695701637236,0.0521343423851214,0.0567402051206375
"2972","Sheldon, IA","81361",45806,45.2,16863,34244,60397,86992,4873,4468,259,31,46,72,900,67,1545,0.5155,587," IA","Sheldon",0.916888980094398,0.00636158423968808,0.00943977016211779,0.0531500102606197,0.0147752924276626,0.184691155345783,0.0201322115384615
"2973","Shelley, ID","81388",50192,25.3,21359,35476,56514,72713,4529,4334,803,0,34,59,322,179,1043,0.3705,600," ID","Shelley",0.956944137778759,0,0.00750717597703687,0.177301832634136,0.0130271583130934,0.071097372488408,0.0513482501434309
"2974","Shelton, WA","81415",44911,37.5,19088,36144,54711,83400,17606,13946,2976,160,376,1103,1717,980,6174,0.395,872," WA","Shelton",0.792116323980461,0.00908781097353175,0.0213563557877996,0.169033284107691,0.0626490968987845,0.0975235715097126,0.0857242827151854
"2975","Shenandoah, IA","81442",41607,42.7,15351,31482,52505,76984,5235,4905,303,0,117,107,626,106,1603,0.4237,568," IA","Shenandoah",0.936962750716332,0,0.0223495702005731,0.0578796561604585,0.0204393505253104,0.119579751671442,0.0291850220264317
"2976","Shenandoah--Mahanoy City--Frackville, PA","81472",31936,39.8,15574,26761,41781,69203,18615,15743,1582,1868,73,424,1265,970,8603,0.4488,634," PA","Shenandoah--Mahanoy City--Frackville",0.845715820574805,0.100349180768198,0.00392156862745098,0.0849852269674993,0.0227773301101262,0.0679559495030889,0.0968837395125849
"2977","Shepherdstown, WV--MD","81496",57068,24.4,21750,44125,68212,94568,4224,3687,108,313,37,152,543,163,1395,0.3925,903," WV--MD","Shepherdstown",0.872869318181818,0.0741003787878788,0.0087594696969697,0.0255681818181818,0.0359848484848485,0.128551136363636,0.0576175326970661
"2978","Sheridan, AR","81523",46414,34.8,23222,40219,60653,83244,4303,4167,4,33,56,47,733,178,1379,0.3853,756," AR","Sheridan",0.96839414362073,0.00766906809202882,0.0130141761561701,0.000929584011155008,0.0109226121310713,0.170346270044155,0.060875512995896
"2979","Sheridan, IN","81550",43486,32.9,22866,35082,48611,81488,3056,2990,159,16,0,10,249,141,777,0.3785,693," IN","Sheridan",0.978403141361257,0.00523560209424084,0,0.0520287958115183,0.00327225130890052,0.081479057591623,0.0618692408951294
"2980","Sheridan, OR","81577",41179,40.7,16559,33726,48309,70572,7877,6626,813,303,28,261,559,677,3396,0.3705,727," OR","Sheridan",0.841183191570395,0.0384664212263552,0.00355465278659388,0.103211882696458,0.0331344420464644,0.0709661038466421,0.151082347690248
"2981","Sheridan, WY","81604",49089,38.3,20985,37254,60454,95302,18897,17375,931,213,223,393,3564,438,5654,0.4136,764," WY","Sheridan",0.919458115044716,0.0112716304175266,0.011800814944171,0.0492670794305975,0.0207969518971265,0.188601365296079,0.0330740768707997
"2982","Sherman, TX","81631",41575,35.5,17081,32266,52914,82523,62462,49900,10437,5827,775,2163,7395,3120,18817,0.4483,777," TX","Sherman",0.798885722519292,0.0932887195414812,0.0124075437866223,0.167093592904486,0.0346290544651148,0.118391982325254,0.0714858517585061
"2983","Shippensburg, PA","81658",37967,26.4,17003,30871,46389,74146,17595,15894,768,822,210,458,1781,1074,5822,0.423,822," PA","Shippensburg",0.903324808184143,0.0467178175618073,0.0119352088661552,0.0436487638533674,0.0260301221938051,0.101221938050583,0.0912256858914465
"2984","Shiprock, NM","81685",32108,25.7,11109,25222,42846,63961,7242,299,145,20,88,23,495,399,2523,0.4701,522," NM","Shiprock",0.0412869373101353,0.00276166804750069,0.012151339409003,0.02002209334438,0.00317591825462579,0.0683512841756421,0.0845518118245391
"2985","Shorewood Forest, IN","81701",108052,51,60586,88700,124556,173232,2716,2560,45,56,51,22,948,101,889,0.399,NA," IN","Shorewood Forest",0.942562592047128,0.0206185567010309,0.0187776141384389,0.0165684830633284,0.00810014727540501,0.349042709867452,0.0552818828680898
"2986","Show Low, AZ","81712",35035,45.2,16507,26931,45836,75344,10741,9856,1297,37,60,230,1132,595,4225,0.4117,767," AZ","Show Low",0.917605437110139,0.00344474443720324,0.00558607206032958,0.120752257704124,0.0214132762312634,0.105390559538218,0.0913136893799877
"2987","Shreveport, LA","81739",42812,34.8,17425,32953,54832,92132,301822,152623,12306,133954,4122,4958,49313,10661,86280,0.4886,781," LA","Shreveport",0.505672217399659,0.443817879412369,0.0136570561456753,0.0407723757711499,0.0164269006235463,0.163384378872315,0.0494613578792068
"2988","Sibley, IA","81766",48292,42.3,22344,38155,60853,85200,2595,2389,252,2,22,18,315,52,661,0.3597,547," IA","Sibley",0.920616570327553,0.000770712909441233,0.00847784200385356,0.0971098265895954,0.0069364161849711,0.121387283236994,0.0268872802481903
"2989","Sidney, MT","81793",57462,37.9,23035,42270,72211,103827,6030,5817,217,0,0,104,656,109,1444,0.4547,737," MT","Sidney",0.964676616915423,0,0,0.0359867330016584,0.0172470978441128,0.108789386401327,0.0237679895333624
"2990","Sidney, NE","81820",53613,39.5,22413,39894,65846,97500,6254,6079,506,11,134,6,1056,70,1336,0.3905,575," NE","Sidney",0.972017908538535,0.00175887432043492,0.0214262871762072,0.0809082187400064,0.000959385992964503,0.168851934761752,0.0142334282228548
"2991","Sidney, NY","81847",36753,42.6,21471,30490,46107,72012,5577,5488,198,0,38,49,804,348,1712,0.375,611," NY","Sidney",0.984041599426215,0,0.00681369912139143,0.0355029585798817,0.00878608570916263,0.144163528778913,0.0900388098318241
"2992","Sidney, OH","81874",43236,37,20551,35107,51537,80360,21490,19376,564,1131,263,537,1697,932,5746,0.471,672," OH","Sidney",0.901628664495114,0.0526291298278269,0.0122382503489995,0.02624476500698,0.0249883666821778,0.0789669613773848,0.0591971544715447
"2993","Sierra View--Indian Mountain Lake, PA","81889",58677,40.3,31572,49749,76113,109052,28192,23054,4488,3004,499,501,3431,1802,7565,0.369,1174," PA","Sierra View--Indian Mountain Lake",0.817749716231555,0.10655505107832,0.017700056753689,0.159194097616345,0.0177709988649262,0.121701191827469,0.0873612255781258
"2994","Sierra Vista, AZ","81901",57737,35.1,25771,46408,70665,108973,52293,39904,12052,3354,1737,4022,10299,1805,15344,0.4208,918," AZ","Sierra Vista",0.763084925324613,0.0641386036371981,0.0332166829212323,0.230470617482263,0.0769127799131815,0.196947966266996,0.0488511191101248
"2995","Sikeston, MO","81928",37346,38.2,16178,29985,46470,71143,16802,11803,400,4460,31,420,1963,746,4874,0.4573,613," MO","Sikeston",0.702475895726699,0.26544458992977,0.0018450184501845,0.0238066896798,0.02499702416379,0.116831329603619,0.062541918175721
"2996","Siler City, NC","81955",29557,32.2,15820,25918,36382,61577,8974,5209,4433,2124,37,67,636,781,2256,0.4226,673," NC","Siler City",0.580454646757299,0.236683753064408,0.00412302206373969,0.493982616447515,0.00746601292623133,0.0708714062848228,0.11625483774933
"2997","Siloam Springs, AR--OK","81982",44508,29.4,20619,35850,53713,76333,20024,16714,3655,411,546,912,2360,529,5740,0.3982,666," AR--OK","Siloam Springs",0.834698361965641,0.0205253695565322,0.0272672792648821,0.182530962844587,0.0455453455852976,0.11785856971634,0.037034444133296
"2998","Silsbee, TX","82009",37861,37.3,12364,29701,50590,91924,9458,7150,547,1950,115,100,832,260,3409,0.4637,700," TX","Silsbee",0.755973778811588,0.206174666948615,0.0121590188200465,0.0578346373440474,0.0105730598435187,0.0879678578980757,0.0429823111258059
"2999","Silt, CO","82023",53750,31.2,27813,44621,61645,98571,2946,2555,1141,0,0,173,243,140,592,0.3428,1113," CO","Silt",0.867277664630007,0,0,0.387304820095044,0.0587236931432451,0.0824847250509165,0.0594732370433305
"3000","Silver City, NM","82036",37161,40.9,15970,26045,45733,82703,12196,10458,6682,72,27,360,2424,415,4552,0.4966,646," NM","Silver City",0.85749426041325,0.00590357494260413,0.00221384060347655,0.547884552312234,0.0295178747130207,0.198753689734339,0.05429094714809
"3001","Silver Creek, NY","82063",51382,42.6,22576,38347,62220,86063,3916,3749,83,37,0,13,580,240,1309,0.3877,728," NY","Silver Creek",0.957354443309499,0.00944841675178754,0,0.0211950970377937,0.0033197139938713,0.148110316649642,0.0920598388952819
"3002","Silver Lakes, CA","82076",65580,45,29246,49484,78879,97241,5375,4676,897,309,190,34,1089,178,2213,0.3369,1425," CA","Silver Lakes",0.869953488372093,0.0574883720930233,0.0353488372093023,0.166883720930233,0.00632558139534884,0.202604651162791,0.0562934851359899
"3003","Silverthorne--Frisco, CO","82090",66217,36.4,32258,49039,81662,119140,15949,13743,2543,144,250,390,5246,797,2630,0.4416,1250," CO","Silverthorne--Frisco",0.861684118126528,0.00902877923380776,0.0156749639475829,0.159445733274813,0.0244529437582294,0.32892344347608,0.0598393272768226
"3004","Silverton, OR","82117",53125,36.6,22440,40079,63152,86607,10080,9367,551,5,201,211,1926,565,2765,0.4086,788," OR","Silverton",0.929265873015873,0.000496031746031746,0.0199404761904762,0.0546626984126984,0.0209325396825397,0.191071428571429,0.0772385509227615
"3005","Simi Valley, CA","82144",89276,39.1,41370,73704,106797,156698,127205,99676,30873,1598,11315,5578,27494,5781,30500,0.4031,1705," CA","Simi Valley",0.783585550882434,0.012562399276758,0.0889509060178452,0.24270272394953,0.043850477575567,0.216139302700366,0.0597797425158989
"3006","Sinton, TX","82171",40887,33.2,17255,31133,51850,70333,6162,5260,4793,412,0,161,282,276,1837,0.4291,753," TX","Sinton",0.853618954884778,0.0668614086335605,0,0.777831872768582,0.0261278805582603,0.0457643622200584,0.0638150289017341
"3007","Sioux Center, IA","82198",59448,26,31000,52397,72859,104455,6757,5935,972,32,82,43,1221,21,1673,0.3897,685," IA","Sioux Center",0.87834837945834,0.00473582951013763,0.0121355631197277,0.143850821370431,0.00636377090424745,0.180701494746189,0.00413060582218725
"3008","Sioux City, IA--NE--SD","82225",45516,33.5,19876,35106,56074,84740,107035,85904,22047,3785,3170,2942,13695,3496,24077,0.4496,681," IA--NE--SD","Sioux City",0.802578595786425,0.0353622646797776,0.0296164805904611,0.205979352548232,0.0274863362451535,0.127948801793806,0.0421418066973649
"3009","Sioux Falls, SD","82252",53103,33.8,25350,42147,65401,97032,163047,140598,7820,7348,3546,3540,34649,4323,31853,0.4348,714," SD","Sioux Falls",0.862315773979282,0.0450667598913197,0.0217483302360669,0.0479616306954436,0.0217115310309297,0.212509276466295,0.0329512020366785
"3010","Sissonville, WV","82279",46685,42.9,23682,38638,58865,92427,3269,2971,7,0,0,298,675,97,1052,0.4325,679," WV","Sissonville",0.90884062404405,0,0,0.00214132762312634,0.0911593759559498,0.206485163658611,0.0437528191249436
"3011","Sitka, AK","82306",66769,37.8,29879,54543,80941,115414,7085,4716,417,12,459,725,1694,181,1653,0.3938,1066," AK","Sitka",0.665631616090332,0.00169371912491179,0.0647847565278758,0.0588567395906845,0.102328863796754,0.23909668313338,0.0333210603829161
"3012","Skaneateles, NY","82333",83446,53.4,30920,62478,106148,178679,3555,3502,55,0,34,18,1632,64,1364,0.5087,729," NY","Skaneateles",0.985091420534459,0,0.00956399437412096,0.0154711673699015,0.00506329113924051,0.459071729957806,0.0292104062072113
"3013","Skiatook, OK","82360",39688,33.9,16422,32100,53148,83986,7071,5610,90,86,1,223,474,265,2125,0.4287,704," OK","Skiatook",0.793381417055579,0.0121623532739358,0.000141422712487626,0.0127280441238863,0.0315372648847405,0.0670343657191345,0.0535786494136676
"3014","Skowhegan, ME","82387",25446,44.2,11802,19077,33139,63308,4624,4529,22,32,0,38,551,159,1927,0.5431,633," ME","Skowhegan",0.979455017301038,0.0069204152249135,0,0.00475778546712803,0.00821799307958477,0.119160899653979,0.0589543937708565
"3015","Slaton, TX","82414",39458,42,18939,32321,47500,63816,5909,4238,2768,644,21,184,650,127,1687,0.3693,642," TX","Slaton",0.717211034015908,0.108986292096801,0.00355390082924353,0.468437975968861,0.0311389405990861,0.110001692333728,0.0300805305542397
"3016","Sleepy Eye, MN","82441",43443,37.4,23130,35778,56314,85304,3431,3179,600,36,0,49,370,97,820,0.4153,624," MN","Sleepy Eye",0.926552025648499,0.0104925677645001,0,0.174876129408336,0.0142815505683474,0.107840279801807,0.0371505170432784
"3017","Slidell, LA","82468",53941,38.7,25215,43228,68201,106292,92934,70172,5424,18114,1203,1781,14365,4162,26805,0.4328,991," LA","Slidell",0.755073493016549,0.19491251856156,0.0129446704112596,0.0583640002582478,0.0191641379904018,0.154572061893387,0.062937591676874
"3018","Slippery Rock, PA","82495",30000,21.1,9176,20048,40685,78163,6781,6017,51,335,257,157,748,300,2819,0.5216,680," PA","Slippery Rock",0.887332251880254,0.0494027429582657,0.0379000147470875,0.00752101459961658,0.0231529272968589,0.11030821412771,0.0757193336698637
"3019","Smithfield, NC","82522",34656,37.6,13088,25474,42846,72169,28465,18160,6343,7296,368,507,2831,1589,9283,0.4609,728," NC","Smithfield",0.63797646232215,0.256314772527666,0.0129281573862638,0.222835060600738,0.0178113472685754,0.0994554716318286,0.0828380773641956
"3020","Smithfield, VA","82549",74375,44.3,25770,59731,90277,129781,10675,7451,228,2866,73,198,2596,562,2865,0.4401,881," VA","Smithfield",0.697985948477752,0.26847775175644,0.0068384074941452,0.0213583138173302,0.0185480093676815,0.243185011709602,0.0719590268886044
"3021","Smithton, IL","82562",75469,40.9,38488,60183,91236,117543,3740,3598,164,86,41,15,642,108,891,0.3464,654," IL","Smithton",0.962032085561497,0.0229946524064171,0.0109625668449198,0.0438502673796791,0.00401069518716578,0.171657754010695,0.0379080379080379
"3022","Smithville, TN","82603",28810,41,13403,21126,36119,50580,4098,3925,369,167,0,0,288,229,1635,0.476,441," TN","Smithville",0.957784285017081,0.0407515861395803,0,0.0900439238653001,0,0.0702781844802343,0.0929760454730004
"3023","Smithville, TX","82630",34712,40.9,13949,24382,41075,77868,3802,2649,745,762,70,8,427,167,1216,0.468,818," TX","Smithville",0.69673855865334,0.200420831141504,0.0184113624408206,0.195949500263019,0.00210415570752236,0.112309310889006,0.0645784996133024
"3024","Smithville North, MO","82641",94188,32.2,54793,82533,106186,119488,2999,2823,143,0,37,109,541,43,407,0.2353,NA," MO","Smithville North",0.941313771257086,0,0.0123374458152718,0.0476825608536179,0.0363454484828276,0.180393464488163,0.0165895061728395
"3025","Sneads Ferry, NC","82665",44063,29.9,19514,36932,54338,96923,3815,3464,368,107,0,190,550,131,977,0.4274,1322," NC","Sneads Ferry",0.907994757536042,0.0280471821756225,0,0.0964613368283093,0.0498034076015727,0.144167758846658,0.0461592670894996
"3026","Snoqualmie, WA","82675",108125,35.9,49068,92582,124875,171456,22124,19339,1125,195,1291,1068,6887,592,3673,0.3859,1462," WA","Snoqualmie",0.8741186042307,0.00881395769300307,0.0583529199059845,0.0508497559211716,0.0482733682878322,0.311290905803652,0.0320849818438025
"3027","Snowflake, AZ","82684",56663,32.4,32304,51394,63655,81079,6066,5542,689,26,19,211,585,112,1618,0.3484,660," AZ","Snowflake",0.913616880975931,0.00428618529508737,0.00313221233102539,0.113583910319815,0.0347840422024398,0.0964391691394659,0.0251798561151079
"3028","Snyder, TX","82711",46146,33.3,20388,36983,55217,95357,11403,9695,4805,433,14,212,1087,187,3286,0.4639,696," TX","Snyder",0.850214855739718,0.037972463386828,0.00122774708410068,0.42138033850741,0.0185915987020959,0.0953257914583881,0.0230380682518172
"3029","Social Circle, GA","82724",46681,39.4,20903,42053,63588,96172,3452,2397,0,1005,0,0,233,133,928,0.3837,879," GA","Social Circle",0.694380069524913,0.291135573580533,0,0,0,0.0674971031286211,0.0526941362916006
"3030","Socorro, NM","82738",32892,32.8,13695,26523,39968,66690,8674,7344,4776,132,45,67,1141,338,3406,0.4357,580," NM","Socorro",0.84666820382753,0.0152178925524556,0.00518791791560987,0.550611021443394,0.00772423334101914,0.131542540926908,0.0641609719058466
"3031","Soda Springs, ID","82765",49028,36.8,18085,39027,64105,86159,2867,2839,85,0,5,23,331,21,836,0.4167,529," ID","Soda Springs",0.99023369375654,0,0.00174398325776073,0.0296477153819323,0.00802232298569934,0.11545169166376,0.0103397341211226
"3032","Sodus, NY","82792",33966,31.9,15220,25255,47864,78233,3072,2331,427,415,17,77,344,101,950,0.4294,645," NY","Sodus",0.7587890625,0.135091145833333,0.00553385416666667,0.138997395833333,0.0250651041666667,0.111979166666667,0.0475966069745523
"3033","Soldotna, AK","82819",63771,31.2,30029,56711,74633,115250,6992,5801,271,62,100,429,984,307,1755,0.4057,1082," AK","Soldotna",0.829662471395881,0.00886727688787185,0.0143020594965675,0.0387585812356979,0.0613558352402746,0.140732265446224,0.0586213481000573
"3034","Soledad, CA","82846",45753,35.4,22711,39426,54336,89356,26192,18346,19124,2777,608,1024,667,881,13989,0.4137,1111," CA","Soledad",0.700442883323152,0.106024740378742,0.0232131948686622,0.730146609651802,0.0390959071472205,0.0254657910812462,0.0721953617962796
"3035","Solvang--Buellton--Santa Ynez, CA","82873",70392,47,27490,57356,86910,149880,15686,12795,3739,205,309,665,4175,837,4273,0.4538,1440," CA","Solvang--Buellton--Santa Ynez",0.815695524671682,0.0130689787071274,0.0196990947341578,0.238365421394874,0.0423944919036083,0.266160907815887,0.073337422237799
"3036","Somerset, KY","82900",32726,40.2,11692,23512,42317,69456,30077,28701,771,574,287,232,3397,1453,10650,0.5102,591," KY","Somerset",0.954250756391927,0.0190843501679024,0.00954217508395119,0.0256342055391163,0.00771353525950062,0.112943445157429,0.0747928141246719
"3037","Somerset, MI","82913",59145,51.4,25518,47531,73630,140773,2890,2869,54,0,0,0,663,131,931,0.4375,904," MI","Somerset",0.992733564013841,0,0,0.0186851211072664,0,0.229411764705882,0.0668708524757529
"3038","Somerset, PA","82927",37409,40.2,14477,30682,47668,78418,11989,9726,562,1730,43,160,1422,364,6698,0.4683,533," PA","Somerset",0.811243640003336,0.144298940695638,0.00358662106931354,0.0468763032780048,0.0133455667695387,0.118608724664276,0.0687960687960688
